,id,tcgPlayerId,setId,setName,name,cardNumber,totalSetNumber,rarity,cardType,hp,stage,retreatCost,artist,tcgPlayerUrl,imageUrl,needsDetailedScrape,dataCompleteness,lastScrapedAt,createdAt,updatedAt,weakness.type,weakness.value,resistance.type,resistance.value,prices.market,prices.listings,prices.primaryCondition,prices.conditions.Near Mint.price,prices.conditions.Near Mint.listings,prices.conditions.Near Mint.priceString,prices.conditions.Near Mint.lastUpdated,prices.conditions.Lightly Played.price,prices.conditions.Lightly Played.listings,prices.conditions.Lightly Played.priceString,prices.conditions.Lightly Played.lastUpdated,prices.conditions.Lightly Played.dataPoints,prices.conditions.Lightly Played.historyPoints,prices.conditions.Lightly Played.priceWasCorrected,prices.lastUpdated,prices.priceWasCorrected,prices.conditions.Damaged.price,prices.conditions.Damaged.listings,prices.conditions.Damaged.priceString,prices.conditions.Damaged.lastUpdated,prices.conditions.Damaged.dataPoints,prices.conditions.Damaged.historyPoints,prices.conditions.Damaged.priceWasCorrected,prices.conditions.Moderately Played.price,prices.conditions.Moderately Played.listings,prices.conditions.Moderately Played.priceString,prices.conditions.Near Mint.dataPoints,prices.conditions.Near Mint.historyPoints,prices.conditions.Near Mint.priceWasCorrected,prices.conditions.Moderately Played.lastUpdated,prices.conditions.Moderately Played.dataPoints,prices.conditions.Moderately Played.historyPoints,prices.conditions.Moderately Played.priceWasCorrected,prices.conditions.Heavily Played.price,prices.conditions.Heavily Played.listings,prices.conditions.Heavily Played.priceString,prices.conditions.Heavily Played.lastUpdated,prices.conditions.Heavily Played.dataPoints,prices.conditions.Heavily Played.historyPoints,prices.conditions.Heavily Played.priceWasCorrected,prices.variants.Holofoil.Near Mint.price,prices.variants.Holofoil.Near Mint.listings,prices.variants.Holofoil.Near Mint.priceString,prices.variants.Holofoil.Lightly Played.price,prices.variants.Holofoil.Lightly Played.listings,prices.variants.Holofoil.Lightly Played.priceString,prices.variants.Holofoil.Moderately Played.price,prices.variants.Holofoil.Moderately Played.listings,prices.variants.Holofoil.Moderately Played.priceString,prices.variants.Holofoil.Damaged.price,prices.variants.Holofoil.Damaged.listings,prices.variants.Holofoil.Damaged.priceString,prices.variants.Holofoil.Heavily Played.price,prices.variants.Holofoil.Heavily Played.listings,prices.variants.Holofoil.Heavily Played.priceString,prices.variants.Reverse Holofoil.Near Mint.price,prices.variants.Reverse Holofoil.Near Mint.listings,prices.variants.Reverse Holofoil.Near Mint.priceString,prices.variants.Reverse Holofoil.Lightly Played.price,prices.variants.Reverse Holofoil.Lightly Played.listings,prices.variants.Reverse Holofoil.Lightly Played.priceString,prices.variants.Normal.Lightly Played.price,prices.variants.Normal.Lightly Played.listings,prices.variants.Normal.Lightly Played.priceString,prices.variants.Normal.Near Mint.price,prices.variants.Normal.Near Mint.listings,prices.variants.Normal.Near Mint.priceString,prices.variants.Normal.Damaged.price,prices.variants.Normal.Damaged.listings,prices.variants.Normal.Damaged.priceString,prices.variants.Normal.Moderately Played.price,prices.variants.Normal.Moderately Played.listings,prices.variants.Normal.Moderately Played.priceString,prices.variants.Reverse Holofoil.Moderately Played.price,prices.variants.Reverse Holofoil.Moderately Played.listings,prices.variants.Reverse Holofoil.Moderately Played.priceString,prices.variants.Reverse Holofoil.Damaged.price,prices.variants.Reverse Holofoil.Damaged.listings,prices.variants.Reverse Holofoil.Damaged.priceString,prices.variants.Normal.Heavily Played.price,prices.variants.Normal.Heavily Played.listings,prices.variants.Normal.Heavily Played.priceString,prices.variants.Reverse Holofoil.Heavily Played.price,prices.variants.Reverse Holofoil.Heavily Played.listings,prices.variants.Reverse Holofoil.Heavily Played.priceString
10,68af81f5c4f780b5153e5fbc,590014,68af371f5bce97006df9f24e,Surging Sparks,Paldean Tauros - 018/191,18.0,191.0,Uncommon,Fire,130.0,Basic,2.0,,https://www.tcgplayer.com/product/590014/pokemon-sv08-surging-sparks-paldean-tauros---018-191,https://tcgplayer-cdn.tcgplayer.com/product/590014_in_600x600.jpg,False,100,2025-10-09T08:54:19.455Z,2025-08-27T22:08:53.872Z,2025-10-09T08:54:19.499Z,Wx,2.0,,,0.07,1417.0,Near Mint,0.07,1.0,$0.07,2025-10-09T00:00:00.000Z,0.11,1.0,$0.11,2025-10-09T08:54:19.343Z,78.0,69.0,,2025-10-09T08:54:19.343Z,False,,,,,,,,0.03,1.0,$0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,68af838cc4f780b5153e6a60,523759,68af37245bce97006df9f269,Paradox Rift,Gliscor,92.0,182.0,Uncommon,Fighting,120.0,Stage 1,2.0,,https://www.tcgplayer.com/product/523759/pokemon-sv04-paradox-rift-gliscor,https://tcgplayer-cdn.tcgplayer.com/product/523759_in_600x600.jpg,False,100,2025-10-11T02:00:29.961Z,2025-08-27T22:15:40.619Z,2025-10-11T02:00:30.006Z,Gx,2.0,,,0.05,1379.0,Near Mint,0.05,1.0,$0.05,2025-10-11T00:00:00.000Z,0.03,1.0,$0.03,2025-10-11T02:00:29.834Z,78.0,78.0,,2025-10-11T02:00:29.834Z,False,0.03,1.0,$0.03,,,,,0.03,1.0,$0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,68af8404c4f780b5153e7525,497485,68af47bf190c4823de252773,Paldea Evolved,Pawmi,74.0,193.0,Common,Lightning,50.0,Basic,1.0,,https://www.tcgplayer.com/product/497485/pokemon-sv02-paldea-evolved-pawmi,https://tcgplayer-cdn.tcgplayer.com/product/497485_in_600x600.jpg,False,100,2025-10-09T13:54:24.892Z,2025-08-27T22:17:40.721Z,2025-10-09T13:54:24.941Z,Fx,2.0,,,0.09,1784.0,Near Mint,0.09,1.0,$0.09,2025-10-09T00:00:00.000Z,0.04,1.0,$0.04,2025-10-09T13:54:24.774Z,78.0,78.0,,2025-10-09T13:54:24.774Z,False,0.03,1.0,$0.03,,,,,0.03,1.0,$0.03,,,,,,,,0.03,1.0,$0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,68af81f5c4f780b5153e5fa4,590012,68af371f5bce97006df9f24e,Surging Sparks,Oricorio - 026/191,26.0,191.0,Common,Fire,90.0,Basic,1.0,,https://www.tcgplayer.com/product/590012/pokemon-sv08-surging-sparks-oricorio---026-191,https://tcgplayer-cdn.tcgplayer.com/product/590012_in_600x600.jpg,False,100,2025-10-09T06:17:26.905Z,2025-08-27T22:08:53.566Z,2025-10-09T06:17:26.950Z,Wx,2.0,,,0.06,1611.0,Near Mint,0.06,1.0,$0.06,2025-10-09T00:00:00.000Z,0.04,1.0,$0.04,2025-10-09T06:17:26.780Z,78.0,72.0,,2025-10-09T06:17:26.780Z,False,,,,,,,,0.05,1.0,$0.05,,,,2025-10-09T06:17:26.780Z,78.0,42.0,True,0.03,1.0,$0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,68af82c8c4f780b5153e64df,550199,68af37225bce97006df9f25d,Twilight Masquerade,Lana's Aid - 155/167,155.0,167.0,Uncommon,Trainer - Supporter,,,,,https://www.tcgplayer.com/product/550199/pokemon-sv06-twilight-masquerade-lana-s-aid---155-167,https://tcgplayer-cdn.tcgplayer.com/product/550199_in_600x600.jpg,False,100,2025-10-09T13:50:49.353Z,2025-08-27T22:12:24.309Z,2025-10-09T13:50:49.395Z,,,,,0.15,1243.0,Near Mint,0.15,1.0,$0.15,2025-10-09T00:00:00.000Z,0.14,1.0,$0.14,2025-10-09T13:50:49.237Z,78.0,78.0,,2025-10-09T13:50:49.237Z,False,,,,,,,,0.1,1.0,$0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,68af81dbc4f780b5153e5b65,610442,68af371e5bce97006df9f24b,Prismatic Evolutions,Shaymin,87.0,131.0,Uncommon,Colorless,70.0,Basic,1.0,,https://www.tcgplayer.com/product/610442/pokemon-sv-prismatic-evolutions-shaymin,https://tcgplayer-cdn.tcgplayer.com/product/610442_in_600x600.jpg,False,100,2025-10-22T02:58:53.413Z,2025-08-27T22:08:27.360Z,2025-10-22T02:58:53.492Z,Lx,2.0,F,,0.04,,Near Mint,0.04,71.0,$0.04,,0.07,0.0,$0.07,,,,,2025-10-22T02:58:53.413Z,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,71.0,$0.04,0.07,0.0,$0.07,0.07,0.0,$0.07,0.04,171.0,$0.04,,,,,,,,,,,,,,,,,,
16,68b2ea17b594c9577ba4360d,534439,68af37235bce97006df9f263,Paldean Fates,Atticus,77.0,91.0,Uncommon,Supporter,,,,,https://www.tcgplayer.com/product/534439/pokemon-sv-paldean-fates-atticus,https://tcgplayer-cdn.tcgplayer.com/product/534439_in_600x600.jpg,False,100,2025-10-09T12:07:02.928Z,2025-08-30T12:09:59.643Z,2025-10-09T12:07:02.966Z,,,,,0.02,1984.0,Near Mint,0.02,1.0,$0.02,2025-10-09T00:00:00.000Z,0.17,1.0,$0.17,2025-10-09T12:07:02.801Z,78.0,78.0,,2025-10-09T12:07:02.801Z,False,0.01,1.0,$0.01,,,,,0.01,1.0,$0.01,,,,,,,,0.01,1.0,$0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,68af81ddc4f780b5153e5be9,610463,68af371e5bce97006df9f24b,Prismatic Evolutions,Festival Grounds,108.0,131.0,Uncommon,Trainer - Stadium,,,,,https://www.tcgplayer.com/product/610463/pokemon-sv-prismatic-evolutions-festival-grounds,https://tcgplayer-cdn.tcgplayer.com/product/610463_in_600x600.jpg,False,100,2025-10-22T03:02:16.559Z,2025-08-27T22:08:29.085Z,2025-10-22T03:02:16.637Z,,,,,0.05,,Near Mint,0.05,69.0,$0.05,,0.15,5.0,$0.15,,,,,2025-10-22T03:02:16.559Z,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,69.0,$0.05,0.15,2.0,$0.15,0.15,5.0,$0.15,0.05,305.0,$0.05,,,,,,,,,,,,,,,,,,
18,68af83ecc4f780b5153e716a,509814,68af47bf190c4823de252770,Obsidian Flames,Stunfisk,112.0,197.0,Uncommon,Fighting,120.0,Basic,3.0,,https://www.tcgplayer.com/product/509814/pokemon-sv03-obsidian-flames-stunfisk,https://tcgplayer-cdn.tcgplayer.com/product/509814_in_600x600.jpg,False,100,2025-10-09T05:06:15.389Z,2025-08-27T22:17:16.680Z,2025-10-09T05:06:15.440Z,Gx,2.0,,,0.07,1370.0,Near Mint,0.07,1.0,$0.07,2025-10-09T00:00:00.000Z,0.03,1.0,$0.03,2025-10-09T05:06:15.263Z,78.0,78.0,,2025-10-09T05:06:15.263Z,False,0.02,1.0,$0.02,,,,,0.02,1.0,$0.02,,,,,,,,0.02,1.0,$0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,68af83ebc4f780b5153e710d,509922,68af47bf190c4823de252770,Obsidian Flames,Mawile - 143/197,143.0,197.0,Uncommon,Metal,90.0,Basic,1.0,,https://www.tcgplayer.com/product/509922/pokemon-sv03-obsidian-flames-mawile---143-197,https://tcgplayer-cdn.tcgplayer.com/product/509922_in_600x600.jpg,False,100,2025-10-09T02:48:33.048Z,2025-08-27T22:17:15.337Z,2025-10-09T02:48:33.092Z,Fx,2.0,G,,0.08,1315.0,Near Mint,0.08,1.0,$0.08,2025-10-09T00:00:00.000Z,0.02,1.0,$0.02,2025-10-09T02:48:32.927Z,78.0,78.0,,2025-10-09T02:48:32.927Z,False,0.03,1.0,$0.03,,,,,0.03,1.0,$0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
